"id","company_name","team"
405,"TokenMinds","Rob EijgenraamFounder, Director"
406,"TokenAnalyst","Simon O'Hanlon, PhD"
407,"TokenAnalyst","Cesar Pantoja, PhD"
408,"TokenAnalyst","Ankit Chiplunkar, PhD"
409,"TokenAnalyst","Jendrik Poloczek"
410,"TokenAnalyst","Sid Shekhar"
411,"TokenAnalyst","Jai Prasad"
412,"Bitcoin Club Malta","Leon SiegmundFounder"
413,"Coinfirm","Grant BlaisdellCo-Founder & CMO"
414,"Coinfirm","Jakub FijolekCo-Founder & CTO"
415,"Coinfirm","Pawel AleksanderCo-Founder & CIO"
416,"Coinfirm","Pawel KuskowskiCo-Founder & CEO"
417,"WTIA Cascadia Blockchain Council","Mark Mueller-EbersteinCEO, Adgetec"
418,"WTIA Cascadia Blockchain Council","Chris SpantonSr. Architect – Blockchain, T-Mobile"
419,"WTIA Cascadia Blockchain Council","Pamela DingleDirector, Identity Standards, Microsoft"
420,"WTIA Cascadia Blockchain Council","Jesse ProudmanFounder, Strix Leviathan"
421,"WTIA Cascadia Blockchain Council","John deVadossHead of Development at NEO"
422,"WTIA Cascadia Blockchain Council","Jesse AdamsCEO, Tenta Browser"
423,"WTIA Cascadia Blockchain Council","Joe CutlerPartner, Perkins Coie"
424,"WTIA Cascadia Blockchain Council","Robert MaoFounder and CEO of ArcBlock, Inc"
425,"WTIA Cascadia Blockchain Council","Lawrence LernerPresident of Consulting, Dragonchain"
426,"WTIA Cascadia Blockchain Council","Dr. Joseph WilliamsICT Sector Lead, WA Dept of Commerce"
427,"WTIA Cascadia Blockchain Council","Michael SchutzlerCEO, WTIA"
428,"WTIA Cascadia Blockchain Council","Arry YuChair"
429,"Ripple","Ron WillChief Financial Officer"
430,"Ripple","Eric Van MiltenburgSVP of Business Operations"
431,"Ripple","Marcus TreacherSVP of Customer Success"
432,"Ripple","John MitchellSVP of Global Sales"
433,"Ripple","Monica LongSVP of Marketing and Communications"
434,"Ripple","Sandi KochharVP of People"
435,"Ripple","Christopher KanaanSVP of Engineering"
436,"Ripple","Cory JohnsonChief Market Strategist"
437,"Ripple","Kahina Van DykeSVP of Business and Corporate Development"
438,"Ripple","Asheesh BirlaSVP of Product"
439,"Ripple","Ethan BeardSVP of Xpring"
440,"Ripple","David SchwartzCTO"
441,"Ripple","Brad GarlinghouseCEO"
442,"EAK Digital","Erhan KorhalillerFounder/CEO"
443,"R3","Brian McnultyHead Of Services"
444,"R3","Alisa DicaprioHead Of Research"
445,"R3","Adam FurgalHead Of Delivery Services"
446,"R3","Todd McdonaldCo-founder, Head Of Partnerships"
447,"R3","Jesse EdwardsCo-founder, Head Of Corporate Development"
448,"R3","David E. RutterFounder, Chief Executive Officer"
449,"Band Protocol","Soravis SrinawakoonCEO & Co-Founder"
450,"Messari","Dan McArdleCTO"
451,"Messari","Ryan SelkisCEO & Co-Founder"
452,"Blockstream","Gregory MaxwellFormer Co-Founder & CTO"
453,"Blockstream","Samson MowChief Strategy Officer"
454,"Blockstream","Erik SvensonCo-Founder and Chief Operating Officer"
455,"Blockstream","Mark FriedenbachCo-Founder and Infrastructure Tech Engineer"
456,"Blockstream","Jonathan WilkinsCo-Founder and Chief Security Officer"
457,"Blockstream","Pieter WuilleCo-Founder and Core Tech Engineer"
458,"Blockstream","Adam BackCo-Founder & CEO"
459,"Overbit","Chieh LiuCEO & Founder"
460,"OpenCrowd","Brad BuckHead of Financial Services"
461,"OpenCrowd","Shawn TraynorHead of Solutions"
462,"OpenCrowd","Sushil PrabhuCEO & President"
463,"Draper Goren Holm","Rodney SampsonVenture Partner"
464,"Draper Goren Holm","Shruthi RaoVenture Partner"
465,"Draper Goren Holm","David BleznakVenture Partner"
466,"Draper Goren Holm","Josef HolmFounding Partner"
467,"Draper Goren Holm","Alon GorenFounding Partner"
468,"Draper Goren Holm","Tim DraperSpecial Limited Partner, Borad Member"
469,"Digital Assets Data","Mary AlfredVP of Operations & Legal"
470,"Digital Assets Data","Chris FerraroCTO & VP of Engineering"
471,"Digital Assets Data","Kurt FenstermacherCOO & Co-Founder"
472,"Digital Assets Data","Ryan AlfredPresident"
473,"Digital Assets Data","Mike AlfredCEO & Co-Founder"
474,"Gemini","Tyler WinklevossCo-Founder & CEO"
475,"Gemini","Cameron WinklevossCo-Founder & President"
476,"Neo Foundation","John deVadossHead of Development, North America"
477,"Neo Foundation","Lili ZhaoDirector of Neo Global Development"
478,"Neo Foundation","Erik ZhangCo-Founder of Neo, Chair of Neo Foundation"
479,"Neo Foundation","Da HongfeiCo-Founder of Neo, Chair of Neo Foundation, CEO of NGD"
480,"Santiment","Yura ZatsepinProduct Dev Lead"
481,"Santiment","Valentin MihovCTO"
482,"Santiment","Maksim BalashevichFounder"
483,"Securitize","Shay FinkelsteinCTO / Co-Founder"
484,"Securitize","Jamie FinnPresident / Co-Founder"
485,"Securitize","Carlos DomingoCEO / Co-Founder"
486,"Celsius Network","Aliza LandesVP Lending"
487,"Celsius Network","Liz RabbanVP of Global Business Development"
488,"Celsius Network","Jeremie BeaudryCCO and GC"
489,"Celsius Network","Young ChoCFO"
490,"Celsius Network","Nuke GoldsteinCTO"
491,"Celsius Network","Daniel LeonFounding President & COO"
492,"Celsius Network","Alex MashinskyCEO & Founder"
493,"CipherTrace","Stephen RyanChief Operating Officer"
494,"CipherTrace","Shannon HollandChief Technical Officer"
495,"CipherTrace","Dave JevansChief Executive Officer"
496,"EMURGO","Shunsuke MurasakiCEO of EMURGO Indonesia"
497,"EMURGO","Nicolas ArquerosChief Technology Officer"
498,"EMURGO","Florian BohnertChief Marketing Officer, Japan Director"
499,"EMURGO","Manmeet SinghChief Investment Officer"
500,"EMURGO","Ken KodamaCEO & Founder"
501,"Compound","Calvin LiuStrategy Lead"
502,"Compound","Torrey AtcittyApplication Lead"
503,"Compound","Geoffrey HayesCTO"
504,"Compound","Robert LeshnerCEO"
505,"YouHodler","Alex VinnyHead of Product"
506,"YouHodler","Renat GafarovCTO"
507,"YouHodler","Ilya VolkovCEO"
508,"Bluezelle","Pavel BainsCEO"
509,"Phemex","Federico VariolaSecurity and Strategy Consultant"
510,"Phemex","Cecilia WangHead of Marketing"
511,"Phemex","Yang DuTrading System Architect"
512,"Phemex","Jack TaoCEO"
513,"Nym","Alexis RousselChief Operating Officer"
514,"Nym","Jedrzej StuczynskiDeveloper"
515,"Nym","Aggelos KiayiasScientific Advisor"
516,"Nym","Jess HrycyszynHead of Product & Partnerships"
517,"Nym","Ania PiotrowskaHead of Research"
518,"Nym","Claudia DiazChief Scientist"
519,"Nym","Dave HrycyszynChief Technology Officer"
520,"Nym","Harry HalpinCEO and Chairman of Scientific Board"
521,"Bitfinex","Peter WarrackChief Compliance Officer"
522,"Bitfinex","Stuart HoegnerGeneral Counsel"
523,"Bitfinex","Giancarlo DevasiniChief Financial Officer"
524,"Bitfinex","Paolo ArdoinoChief Technology Officer"
525,"Bitfinex","Jean-Louis van der VeldeChief Executive Officer"
526,"Solana","Eric Williams, PhDChief Scientist"
527,"Solana","Raj GokalCOO"
528,"Solana","Greg FitzgeraldCTO"
529,"Solana","Anatoly YakovenkoCEO"
530,"Bittrex","Rami KawachCo-Founder and Chief Technology Officer"
531,"Bittrex","Richie LaiCo-Founder and CIO"
532,"Bittrex","Bill ShiharaCo-Founder and CEO"
533,"Parity Technologies","Gavin WoodFounder/President"
534,"CryptoSlate","Matthew BlancarteCTO / Co-Founder"
535,"CryptoSlate","CEO & Co-Founder"
536,"Crypto Briefing","Nathan BatchelorLead Bitcoin Analyst SIMETRI"
537,"Crypto Briefing","Jay PuteraDir. Business Development"
538,"Crypto Briefing","Mitchell MoosManaging Editor"
539,"Crypto Briefing","Han KaoFounder & Chief Executive Officer"
540,"ZBX","Dawei LiCOO"
541,"ZBX","Kevin ZhangCTO"
542,"ZBX","Ian DawsonCFO"
543,"ZBX","Jimmy ZhaoCMO"
544,"ZBX","Dave PulisCEO"
545,"AAX","Thor ChanCEO"
546,"Akoin","Khady Thiam GueyeDirector, Brand Marketing and Content"
547,"Akoin","Lynn LissCOO & Co-Founder"
548,"Akoin","Jon KarasPresident"
549,"Akoin","AkonCreator"
550,"Anycoin Direct","JulianFounder/CTO"
551,"Anycoin Direct","BramFounder/CEO"
552,"Anycoin Direct","LennertFounder/CEO"
553,"Stably","David ZhangCo-Founder & Chief Technology Officer"
554,"Stably","Kory HoangCo-Founder & Chief Executive Officer"
555,"Revolut","Vlad YatsenkoFounder & CTO"
556,"Revolut","Nikolay StoronskyFounder & CEO"
557,"Nexo","Antoni TrenchevManaging Partner"
558,"Currency.com","Jonathan SquiresCEO"
559,"Binance","Ling ZhangDirector at Binance Labs"
560,"Binance","Flora SunDirector at Binance Labs"
561,"Binance","Christy ChoiDirector at Binance Labs"
562,"Binance","Benjamin RameauDirector at Binance Labs"
563,"Binance","Teck ChiaPartner at Binance Labs"
564,"Binance","Ella ZhangHead of Binance Labs"
565,"Binance","Wei ZhouCFO"
566,"Binance","Yi HeCMO & Co-Founder"
567,"Binance","Changpeng ZhaoCEO & Co-Founder"
568,"Grayscale Investments","Barry SilbertFounder and CEO"
569,"MicroStrategy","Michael SaylorChairman & CEO"
570,"Strix Leviathan","Andrew AntczakQuantitative Analyst Intern"
571,"Strix Leviathan","Kaleb NunnJunior Quantitative Analyst"
572,"Strix Leviathan","Matt HeaterBusiness Development"
573,"Strix Leviathan","Liz FongLegal and Operations"
574,"Strix Leviathan","Nico CordeiroChief Investment Officer"
575,"Strix Leviathan","Sadie RaneyCo-Founder, Operations"
576,"Strix Leviathan","Jesse ProudmanCo-Founder, CEO"
577,"Mogul Productions","Lyriq Bent"
578,"Mogul Productions","James Pratt"
579,"Mogul Productions","David Cormican"
580,"Mogul Productions","Cindy Cowan"
581,"Mogul Productions","Gagan Grewal"
582,"Mogul Productions","Lisa SunPresident, Founder"
583,"Coinbase","Fred EhrsamFormer Co-Founder"
584,"Coinbase","Balaji SrinivasanFormer CTO"
585,"Coinbase","Asiff S HirjiFormer President & COO"
586,"Coinbase","Emilie ChoiVP of Corporate & Business Development"
587,"Coinbase","Alesia Jeanne HaasCFO"
588,"Coinbase","Brian ArmstrongCEO & Co-Founder"
589,"C-Trade","Anson LeeCOO"
590,"C-Trade","Mike TingCSO"
591,"C-Trade","Edmund LeeCEO"
592,"Bitbuy","Jordan AndersonCOO"
593,"Bitbuy","Adam GoldmanFounder and President"
594,"MediaX Agency","Suvrangsu DasFounder/CEO"
595,"ZebPay","Avinash ShekharCo-CEO"
596,"ZebPay","Rahul PagidipaiCo-CEO"
597,"Paradox Group","Paul BurnhamCo-Founder"
598,"Paradox Group","Milo McCloudCreative Director & Co-Founder"
599,"CommerceBlock","Nicholas GregoryFounder"
600,"Bybit","Ben ZhouCEO & Co-Founder"
601,"Aeon Law","Susi StuartAttorney"
602,"Aeon Law","Jonathan OlsonAttorney"
603,"Aeon Law","David V.H. CohenAttorney"
604,"Aeon Law","Adam L.K. PhilippFounder | Patent Attorney"
605,"OKX","Lennix LaiDirector of Financial Markets"
606,"OKX","Alysa XuChief Strategy Officer"
607,"OKX","Jay HaoCEO"
608,"Footprint Analytics","ZoniResearch Lead"
609,"Footprint Analytics","ShellyGrowth Lead"
610,"Footprint Analytics","BernieMarketing Lead"
611,"Footprint Analytics","NavyCEO, Co-founder"
612,"BlockDown","Erhan KorhalillerFounder & CEO"
613,"SolRazr","Sreekanth KalapurFounder"
614,"SolRazr","Vijay KalangiFounder"
615,"Quantum Economics","Ethan PierseDirector of Tokenization"
616,"Quantum Economics","Rachel WolfsonEnterprise Blockchain Analyst"
617,"Quantum Economics","Lou KernerHead Crypto Analyst"
618,"Quantum Economics","Evamarie AugustineDirector of FinTech"
619,"Quantum Economics","Charles BovairdVP of Content"
620,"Quantum Economics","Mati GreenspanFounder & CEO"
621,"Velo Trust","Lilian NormanAdministrative Director"
622,"Velo Trust","Greg DawsonChief Administrative Officer"
623,"Ignite","Chjango UnchainedDirector of Community"
624,"Ignite","Jim YangStrategy"
625,"Ignite","Anton KaliaevSoftware Engineer"
626,"Ignite","Peng ZhongChief Design Officer"
627,"Ignite","Ethan BuchmanCo-founder"
628,"Ignite","Jae KwonCEO & Founder"
629,"Galaxy Digital","Andrew Neal SiegelChief Compliance Officer"
630,"Galaxy Digital","Lindsay TraglerMarketing Director & Investor Relations"
631,"Galaxy Digital","Donna M MiliaChief Financial Officer"
632,"Galaxy Digital","Richard KimChief Operating Officer"
633,"Galaxy Digital","Kim PillemerGeneral Counsel"
634,"Galaxy Digital","Ivan BrightlyHead: Research"
635,"Galaxy Digital","Sam EnglebardtHead: Strategic Partnerships"
636,"Galaxy Digital","Christopher FerraroHead: Principal Investments"
637,"Galaxy Digital","Richard Joseph TavosoPresident"
638,"Galaxy Digital","Michael NovogratzChairman & CEO"
639,"Circle","Sean NevilleCo-Founder & President of Product & Operations"
640,"Circle","Jeremy AllaireCo-Founder & CEO"
641,"BlockFi","David SpackChief Compliance Officer"
642,"BlockFi","Amit CheelaVP of Finance"
643,"BlockFi","Mahesh Paolini-SubramanyaCTO"
644,"BlockFi","Rene van KesterenChief Risk Officer"
645,"BlockFi","Flori MarquezCo-Founder & VP of Growth"
646,"BlockFi","Zac PrinceCEO & Founder"
647,"Matterblock","Erhan KorhalillerCo-Founder"
648,"Matterblock","Zia WordCo-Founder"
649,"Bity","Alejandro AvilésCTO"
650,"Bity","Yves HonoréCo-founder and COO"
651,"Bity","Alexis RousselCo-founder and CEO"
652,"BitMEX","Arthur HayesFormer Co-Founder and CEO"
653,"BitMEX","Samuel ReedCo-Founder and CTO"
654,"BitMEX","Ben DeloCo-Founder and CSO"
655,"BitMEX","Alexander HöptnerCEO"
656,"ConsenSys","Jeremy MillarChief of Staff | Founding Board Member EEA"
657,"ConsenSys","Sam CassattChief Strategy Officer"
658,"ConsenSys","Joseph LubinFounder"
659,"Dfinity","Jan CamenischChief Technology Officer"
660,"Dfinity","Josh DrakeChief Operating Officer"
661,"Dfinity","Dominic WilliamsFounder & Chief Scientist"
662,"LimeWire","Sara MoricCommunications & PR"
663,"LimeWire","Alex EriksenArtist Acquisition"
664,"LimeWire","Florestan RoesemannCreative Director"
665,"LimeWire","Reinhold LacknerCFO"
666,"LimeWire","David Spitzer-DulaganCTO"
667,"LimeWire","Marcus FeistlCOO"
668,"LimeWire","Ivis BuricCCO"
669,"LimeWire","Julian ZehetmayrFounder & Co-CEO"
670,"LimeWire","Paul ZehetmayrFounder & Co-CEO"
671,"CoinDesk","Kevin WorthCEO"
672,"CoinDesk","Shakil KhanFounder"
673,"Three Arrows Capital",""
674,"Three Arrows Capital","Su ZhuCo-Founder / CEO"
675,"Magic Eden","Zhuojie ZhouChief Engineer"
676,"Magic Eden","Zhuoxun YinChief Operating Officer"
677,"Magic Eden","Sidney ZhangChief Technology Officer"
678,"Magic Eden","Jack LuChief Executive Officer"
679,"Decrypt","Josh QuittnerCEO"
680,"Bakkt","Adam WhiteCOO"
681,"Bakkt","Kelly LoefflerFormer CEO"
682,"Coinbase NFT","Paul GrewalChief Legal Officer"
683,"Coinbase NFT","L.J. BrockChief People Officer"
684,"Coinbase NFT","Alesia HaasChief Financial Officer"
685,"Coinbase NFT","Surojit ChatterjeeChief Product Officer"
686,"Coinbase NFT","Emilie ChoiPresident and Chief Operating Officer"
687,"Coinbase NFT","Brian ArmstrongCEO & Co-Founder"
688,"Bridgewater Associates","Igor TsyganskiyPresident & Chief Technology Officer"
689,"Bridgewater Associates","Greg JensenCo-Chief Investment Officer"
690,"Bridgewater Associates","Bob PrinceCo-Chief Investment Officer"
691,"Bridgewater Associates","Mark BertoliniCo-Chief Executive Officer"
692,"Bridgewater Associates","Nir Bar DeaCo-Chief Executive Officer"
693,"Bridgewater Associates","Ray DalioCo-Chief Investment Officer & Chairman"
694,"Paradigm","Georgios KonstantopoulosResearch Partner and CTO"
695,"Paradigm","Reena Jashnani-SlusarzGC & CCO"
696,"Paradigm","Nathan ApselCFO"
697,"Paradigm","Alana PalmedoPartner and COO"
698,"Paradigm","Matt HuangCo-Founder & Managing Partner"
699,"Paradigm","Fred EhrsamCo-Founder & Managing Partner"
700,"GhostRider Ventures","Ryan TetraultFounder"
701,"Crypto.com NFT","Bobby BaoHead of Corporate Development"
702,"Crypto.com NFT","Gary OrCTO"
703,"Crypto.com NFT","Rafael MeloCFO"
704,"Crypto.com NFT","Kris MarszalekCEO"
705,"LooksRare","GutsCo-Founder"
706,"LooksRare","ZoddCo-Founder"
707,"Singular","IliaCo-founder Lead Developer"
708,"Singular","Yuri GiiCo-founder Lead Developer"
709,"Singular","Yuri PetuskoCTO, Co-founder Lead Developer"
710,"Singular","Bruno ŠkvorcFounder"
711,"Input Output","Jeremy WoodCo-Founder, Chief Strategy Officer"
712,"Input Output","Charles HoskinsonCo-Founder, Chief Executive Officer"
713,"Ava Labs","Aaron BuchwaldSoftware Engineer"
714,"Ava Labs","Lee SchneiderGeneral Counsel"
715,"Ava Labs","Chris LaveryCFO"
716,"Ava Labs","John WuPresident"
717,"Ava Labs","Kevin SekniqiCOO"
718,"Ava Labs","Emin Gün SirerCEO"
719,"Haun Ventures","Kathryn HaunFounder"
720,"Ascensive Assets","Andrew Lee"
721,"Ascensive Assets","Ben Middleton"
722,"Ascensive Assets","Oliver BlakeyManaging Partner"
723,"Kusama Kingdom","Rachel"
724,"Kusama Kingdom","KBL"
725,"Jsquare","Cheng ZhangTechnical Advisor"
726,"Jsquare","Grace GuiCMO"
727,"Jsquare","Joanna LiangCo-founder, CEO"
728,"Jsquare","James WoCo-founder, Chairman & CIO"
729,"Optimism","Kevin HoCo-Founder and Protocol Product Manager"
730,"Optimism","Karl FloerschCTO"
731,"Optimism","Jinglan WangCo-Founder & Chief Executive Officer"
732,"FTX US Derivatives (formerly LedgerX)","Gary WangCTO"
733,"FTX US Derivatives (formerly LedgerX)","Sam Bankman-FriedCEO"
734,"Sky Mavis","Viet Anh HoCTO LinkedIn"
735,"Sky Mavis","Aleksander L.CO"
736,"Sky Mavis","Trung NguyenCEO"
737,"Digital Finance Group","James WoFounder"
738,"Quadency","Hassan KhanCTO"
739,"Quadency","Fateh SinghCMO"
740,"Quadency","Manish KatariaCOO & Co-Founder"
741,"Quadency","Rosh SinghCEO & Co-Founder"
742,"SwissBorg","Alexander FazelChief Partnership Officer"
743,"SwissBorg","Anthony Lesoismier GenieuxCSO & Co-Founder"
744,"SwissBorg","Cyrus FazelCEO & Co-Founder"
745,"Delphi Digital","Petro VermuelenHead of Admin"
746,"Delphi Digital","Jose Maria MacedoHead of Delphi Labs"
747,"Delphi Digital","Medio DemarcoHead of Research"
748,"Delphi Digital","Luke SaundersCTO - Delphi Labs"
749,"Delphi Digital","Anil LullaChief Operating Officer"
750,"Delphi Digital","Tom ShaughnessyCo-Founder"
751,"Crypto.com","Bobby BaoHead of Corporate Development"
752,"Crypto.com","Gary OrCTO"
753,"Crypto.com","Rafael MeloCFO"
754,"Crypto.com","Kris MarszalekCEO"
755,"DeFiance Capital","Arthur CheongFounder"
756,"CoinGecko","TM LeeCo-founder"
757,"CoinGecko","Bobby OngCo-founder"
758,"Meta","Mike SchroepferCTO"
759,"Meta","David WehnerCFO"
760,"Meta","Sheryl SandbergCOO"
761,"Meta","Mark ZuckerbergCEO"
762,"Ark Invest","Cathie WoodFounder, CEO & CIO"
763,"Terraform Labs","Don KimHead of Business"
764,"Terraform Labs","Nicholas PlatiasHead of Research"
765,"Terraform Labs","Daniel ShinCo-founder"
766,"Terraform Labs","Do KwonCo-founder"
767,"Luna Foundation Guard","Kanav KariyaGoverning Council"
768,"Luna Foundation Guard","José Maria MacedoGoverning Council"
769,"Luna Foundation Guard","Jonathan CarasGoverning Council"
770,"Luna Foundation Guard","Remi TetotGoverning Council"
771,"Luna Foundation Guard","Nicholas PlatiasFounding Member"
772,"Luna Foundation Guard","Do KwonFounding Member & Director"
773,"Coinbase Ventures","Brian ArmstrongFounder"
774,"IntoTheBlock","Pedro NegronDirector"
775,"IntoTheBlock","Alfredo TerreroCOO"
776,"IntoTheBlock","Jesus RodriguezCEO & CTO"
777,"Alameda Research","Nate ParkeCTO"
778,"Alameda Research","Caroline EllisonCo-CEO"
779,"Alameda Research","Sam TrabuccoCo-CEO"
780,"OpenSea","Alex AtallahCo-Founder / CTO"
781,"OpenSea","Devin FinzerCo-Founder / CEO"
782,"Symbiosis Labs","Will KCo-Founder"
783,"Symbiosis Labs","Alexander NikolaevChief Product Officer"
784,"Symbiosis Labs","Nick AvramovCo-Founder, Chief Marketing Officer & Communications Officer"
785,"Symbiosis Labs","Alexey LushnikovChief Technology Officer"
786,"42 Studio","Jenny ShaneCOO"
787,"42 Studio","Tomer FriedmanCEO"
788,"The Block","Michael McCaffreyCEO"
789,"Cointelegraph","Toni Lane CasserlyFormer Founder"
790,"Cointelegraph","Kristina Lucrezia CornèrEditor In Chief"
791,"Cointelegraph","Jay CassanoCEO"
792,"Zebu Digital","Harry HorsfallCo-Founder"
793,"Blockworks","Jason YanowitzCo-Founder"
794,"Blockworks","Michael IppolitoCo-Founder"
795,"SmartFi","Michelle RayHead of Customer Empowerment"
796,"SmartFi","Kostas AlekogluCMO"
797,"SmartFi","Tom RetsonCo-Founder"
798,"SmartFi","Aaron J. TiltonCo-Founder"
799,"Onomy Protocol","Daniel DobCMO"
800,"Onomy Protocol","Charles DusekCTO & Founder"
801,"Onomy Protocol","Michael BazziCEO & Founder"
802,"MINERSET","Niels BoschIT"
803,"MINERSET","Anna KashirinaLogistics / Sourcing"
804,"MINERSET","Chris SvyazhinaLogistics / Sourcing"
805,"MINERSET","Celso SuarezCTO"
806,"MINERSET","Victor GonzalezCMO"
807,"MINERSET","Maria SamayoaCOO"
808,"MINERSET","Antón SilvanCFO"
809,"MINERSET","Ola CheckinaCPO Founder"
810,"MINERSET","Jim MusgraveCCO Founder"
811,"MINERSET","Elías FernándezCEO Founder"
812,"zkLend","Lap ChowProject Manager"
813,"zkLend","Cherry LoSenior UX/UI Designer"
814,"zkLend","Scarlett StarkSoftware Engineer"
815,"zkLend","Emma LeeCMO"
816,"zkLend","ZK LeungTech Lead"
817,"zkLend","Jane MaCo-Founder"
818,"zkLend","Brian FuCo-Founder"
819,"Autograph","Josh PayneCINO | Co-Founder"
820,"Autograph","Cody BerlinCTO | Founding Team"
821,"Autograph","Ted RussellCOO & CBO | Founding Team"
822,"Autograph","Dillon RosenblattCEO | Co-Founder"
823,"Autograph","Richard RosenblattCo-Founder, Co-Chairman of the Board"
824,"Autograph","Tom BradyCo-Founder, Co-Chairman of the Board"
825,"Swyftx","ChrisChief Marketing Officer"
826,"Swyftx","AngusCo-Founder & CSA"
827,"Swyftx","AlexCo-Founder & CTO/CPO"
828,"Swyftx","RyanChief Executive Officer"
829,"Animoca Brands","Yat SiuCo-Founder, Executive Chairman, and Managing Director"
830,"Union Square Ventures","Nick Grossman"
831,"Union Square Ventures","John Buttrick"
832,"Union Square Ventures","Fred WilsonPartner"
833,"Union Square Ventures","Brad Burnham"
834,"Union Square Ventures","Andy WeissmanPartner"
835,"Union Square Ventures","Albert WagnerPartner"
836,"Blockchain Game Alliance","Shaban ShaameTreasurer"
837,"Blockchain Game Alliance","Aleksander LarsenSecretary"
838,"Blockchain Game Alliance","Sebastian BorgetPresident"
839,"XT.COM Exchange","Weber WooCo-Founder and CEO"
840,"CertiK","Muhan ZouChief Strategy Officer"
841,"CertiK","Dr. Zhaozhong NiChief Technology Officer"
842,"CertiK","Dr. David TarditiVP of Engineering"
843,"CertiK","Dr. Yaxin CaoChief Operating Officer"
844,"CertiK","Prof. Zhong ShaoCo-Founder"
845,"CertiK","Prof. Ronghui GuFounder & CEO"
846,"Strike","Jack MallersCEO & Founder"
